2	0.8439	0.0113	0.6399	0.7668	0.0071	0.6230	0.9122	0.9380	0.2076	0.1547	0.6802	0.5122	0.6233	0.6477	0.8229	0.7739	0.1144	0.3048	0.3381	0.3358	0.1925	0.4571	0.1337	0.3514	0.3093	0.000763
2	0.0549	0.0377	0.5477	0.7012	0.4390	0.8013	0.1907	0.2665	0.7208	0.0680	0.9920	0.5189	0.7081	0.9247	0.3977	0.7996	0.7198	0.6621	0.6550	0.3464	0.6607	0.9499	0.5075	0.5392	0.7468	0.000579
1	0.6897	0.8665	0.3468	0.7721	0.0235	0.7191	0.0850	0.6351	0.3633	0.6401	0.9205	0.8383	0.9724	0.5293	0.2684	0.5828	0.4526	0.6846	0.2135	0.7904	0.8796	0.0697	0.9251	0.8063	0.5847	
2	0.3897	0.9914	0.7661	0.3648	0.2954	0.7218	0.9083	0.2031	0.4937	0.7660	0.3669	0.8083	0.7506	0.9724	0.0493	0.1451	0.9425	0.8116	0.1034	0.5251	0.7148	0.1117	0.9886	0.8739	0.6766	0.000076
3	0.7521	0.2058	0.9979	0.0617	0.9050	0.2882	0.4183	0.1204	0.3543	0.0341	0.8131	0.4904	0.6457	0.3626	0.8965	0.9531	0.5421	0.4590	0.5975	0.6637	0.1667	0.2408	0.0672	0.7914	0.0721	25
1	0.6523	0.7757	0.5261	0.2650	0.1127	0.9254	0.2726	0.6626	0.8995	0.7086	0.2028	0.9609	0.6422	0.7460	0.7590	0.4344	0.6496	0.9403	0.7616	0.9776	0.8553	0.7017	0.4138	0.5493	0.4512	czol
2	0.6625	0.1600	0.5652	0.4766	0.9539	0.0645	0.6146	0.3037	0.9269	0.1366	0.6694	0.8856	0.2275	0.5405	0.8061	0.5634	0.8887	0.4199	0.1651	0.1917	0.9822	0.2493	0.5611	0.6989	0.2102	0.000716
2	0.6504	0.1517	0.4164	0.0692	0.1377	0.6984	0.5759	0.7192	0.9131	0.6462	0.0681	0.6182	0.0174	0.4198	0.0801	0.2861	0.1805	0.1388	0.1087	0.2729	0.8669	0.1343	0.8195	0.8286	0.4647	0.000194
3	0.4357	0.5155	0.8815	0.6662	0.4138	0.9756	0.4722	0.2337	0.6800	0.6531	0.1516	0.2313	0.5449	0.4653	0.4830	0.0121	0.3583	0.9629	0.3894	0.2593	0.3267	0.4403	0.1611	0.9266	0.1321	29
3	0.6537	0.1657	0.1167	0.8974	0.9735	0.8179	0.7604	0.4882	0.5696	0.2319	0.1432	0.9396	0.8875	0.2559	0.9842	0.7978	0.8353	0.2413	0.5181	0.9974	0.1734	0.8756	0.0761	0.5488	0.3328	18
3	0.8942	0.0530	0.8916	0.6748	0.4814	0.0031	0.4715	0.6937	0.7045	0.9098	0.7743	0.1926	0.9841	0.6039	0.5646	0.0444	0.6771	0.3552	0.2951	0.8925	0.0562	0.7348	0.5144	0.5774	0.1363	12
3	0.8109	0.9254	0.0678	0.8115	0.4956	0.8748	0.0155	0.0344	0.6646	0.8420	0.6173	0.6698	0.4331	0.9058	0.5680	0.5954	0.4070	0.1535	0.3899	0.8630	0.9740	0.8924	0.1998	0.2286	0.6454	17
1	0.1448	0.1975	0.4561	0.2015	0.5671	0.7986	0.4035	0.8262	0.4897	0.2479	0.3551	0.3430	0.7252	0.9953	0.9071	0.7355	0.0043	0.0423	0.7220	0.5117	0.9536	0.6538	0.5340	0.9150	0.0543	ze
3	0.0012	0.0761	0.0124	0.4107	0.9655	0.2569	0.8151	0.3480	0.2531	0.8512	0.1580	0.7906	0.8340	0.6364	0.5826	0.7836	0.1116	0.2393	0.2526	0.8036	0.6895	0.5675	0.0644	0.1509	0.8596	10
1	0.9985	0.6159	0.0560	0.4095	0.5297	0.2589	0.2319	0.2891	0.7372	0.4718	0.0840	0.6808	0.0396	0.9149	0.9336	0.2561	0.1433	0.5445	0.8137	0.1281	0.8539	0.1827	0.4645	0.6527	0.8089	
3	0.9188	0.8006	0.0806	0.5725	0.8965	0.9670	0.8284	0.5383	0.0386	0.7037	0.8038	0.3683	0.1040	0.1830	0.4665	0.4020	0.4851	0.2183	0.1795	0.7077	0.2607	0.6896	0.1836	0.4601	0.2319	38
1	0.9766	0.9006	0.4541	0.0110	0.7482	0.8690	0.8730	0.4923	0.5440	0.5405	0.0083	0.1875	0.4881	0.3808	0.7783	0.1028	0.5025	0.0491	0.5835	0.6324	0.9557	0.5758	0.5748	0.7138	0.8066	ak
1	0.9059	0.1611	0.4213	0.4678	0.9292	0.7730	0.5916	0.5453	0.5915	0.9807	0.9690	0.2353	0.6705	0.7878	0.0715	0.8933	0.5425	0.4456	0.5105	0.6164	0.0444	0.9125	0.8198	0.5625	0.2262	
1	0.4482	0.1108	0.0529	0.4712	0.2843	0.9175	0.7199	0.3841	0.6768	0.5735	0.3635	0.6686	0.2213	0.5547	0.7253	0.8567	0.4582	0.6333	0.1370	0.5981	0.7073	0.7579	0.6167	0.8636	0.1593	aqob
3	0.5861	0.8836	0.1733	0.9150	0.1415	0.0599	0.9090	0.1587	0.2688	0.3731	0.3542	0.4624	0.5402	0.0447	0.3840	0.9641	0.0215	0.2010	0.3625	0.9209	0.3891	0.6177	0.7057	0.5898	0.1172	16
1	0.7499	0.5925	0.0929	0.2209	0.0623	0.8406	0.7917	0.0106	0.3775	0.7744	0.3135	0.6163	0.8401	0.1710	0.8155	0.0013	0.3339	0.9162	0.0954	0.5171	0.9320	0.4317	0.9384	0.1893	0.2501	
2	0.9675	0.7352	0.4153	0.1612	0.3945	0.0753	0.0842	0.4022	0.3902	0.7546	0.1666	0.2845	0.2602	0.1068	0.2033	0.4429	0.6476	0.7795	0.7336	0.3822	0.3055	0.1357	0.2815	0.5196	0.2406	0.000291
1	0.8444	0.4921	0.5875	0.3044	0.2028	0.9103	0.4005	0.1432	0.3702	0.6191	0.3841	0.7709	0.6105	0.6703	0.5365	0.1114	0.3671	0.4884	0.8766	0.1105	0.3834	0.6145	0.7388	0.6084	0.3290	
1	0.7337	0.3379	0.9117	0.4769	0.5471	0.0818	0.7109	0.1546	0.6593	0.1707	0.8990	0.9670	0.8699	0.7270	0.6987	0.6665	0.0661	0.1133	0.3682	0.8395	0.4971	0.1642	0.3267	0.4427	0.8395	delw
1	0.1951	0.9341	0.1167	0.2728	0.9667	0.2217	0.5922	0.2308	0.8950	0.6353	0.9364	0.8392	0.3152	0.3635	0.6804	0.1569	0.0091	0.1157	0.8493	0.4858	0.8944	0.6660	0.4975	0.9274	0.5682	
2	0.5220	0.8549	0.0502	0.1411	0.4655	0.9487	0.5922	0.6191	0.2017	0.6637	0.1682	0.8789	0.9462	0.7020	0.0946	0.7036	0.3751	0.8579	0.0719	0.4546	0.4726	0.8101	0.7894	0.1352	0.5808	0.000647
2	0.4520	0.5336	0.6085	0.5319	0.9540	0.3769	0.4203	0.0985	0.3727	0.6893	0.1339	0.8170	0.7633	0.5474	0.8792	0.5905	0.1969	0.7302	0.9605	0.9363	0.6901	0.0865	0.8290	0.4649	0.9815	0.000663
1	0.1352	0.7159	0.4730	0.6914	0.8025	0.8140	0.3100	0.6338	0.3205	0.7545	0.7778	0.2441	0.2562	0.1121	0.8734	0.5838	0.4851	0.8057	0.9764	0.2254	0.0322	0.8124	0.4370	0.6137	0.2616	
2	0.0226	0.3317	0.2644	0.8266	0.3724	0.7401	0.5350	0.6872	0.3613	0.8040	0.2917	0.1688	0.0544	0.5168	0.0284	0.8558	0.5636	0.7150	0.7041	0.4113	0.7613	0.9922	0.7678	0.6220	0.0657	0.000810
2	0.5800	0.7517	0.7124	0.4755	0.7029	0.4059	0.5798	0.5561	0.4183	0.0885	0.8409	0.2050	0.0096	0.2312	0.0297	0.0482	0.3282	0.1573	0.2848	0.1025	0.5714	0.1842	0.7445	0.4819	0.1500	0.000179
2	0.5856	0.8908	0.4140	0.5396	0.2161	0.2542	0.0587	0.1817	0.8912	0.3720	0.5782	0.9496	0.0869	0.9618	0.5545	0.7256	0.4965	0.1110	0.9655	0.2609	0.5340	0.2342	0.1023	0.1484	0.5294	0.000481
1	0.7848	0.2610	0.2073	0.4189	0.5149	0.4490	0.1143	0.0655	0.0224	0.4017	0.1118	0.9150	0.6249	0.3508	0.3730	0.1794	0.3849	0.5313	0.1951	0.8146	0.1645	0.4665	0.6277	0.2704	0.1124	
1	0.2220	0.2327	0.7685	0.3709	0.0948	0.0924	0.0762	0.7740	0.7154	0.0822	0.6303	0.9395	0.0448	0.3531	0.6542	0.2131	0.7339	0.6240	0.8836	0.7696	0.8080	0.5092	0.1139	0.7902	0.6337	nk
2	0.9917	0.4231	0.0254	0.8326	0.7058	0.3146	0.3612	0.3343	0.5374	0.8169	0.6370	0.5710	0.6457	0.9898	0.6655	0.1917	0.9148	0.1854	0.5857	0.0344	0.6198	0.3479	0.7330	0.1329	0.2825	0.000574
1	0.0199	0.8748	0.8480	0.5096	0.8794	0.5779	0.4557	0.5699	0.6355	0.7168	0.0976	0.8869	0.4012	0.4377	0.6528	0.6204	0.5213	0.7510	0.6960	0.7724	0.6313	0.9913	0.1553	0.2141	0.7428	l
2	0.1552	0.9239	0.9973	0.4176	0.0068	0.5988	0.6053	0.4707	0.8521	0.7571	0.2813	0.3856	0.9001	0.7911	0.9126	0.5662	0.8826	0.6172	0.4390	0.1646	0.3943	0.5566	0.1675	0.5067	0.5657	0.000594
2	0.7425	0.2286	0.3104	0.0488	0.9560	0.1230	0.5041	0.1612	0.5442	0.6835	0.0382	0.7676	0.6677	0.6477	0.0521	0.8770	0.4563	0.8297	0.3607	0.8559	0.2707	0.6947	0.3945	0.8800	0.7043	0.000672
2	0.1297	0.0629	0.4629	0.4512	0.0450	0.8911	0.7857	0.0702	0.4977	0.3854	0.1316	0.6386	0.0161	0.0853	0.4880	0.7040	0.3016	0.7621	0.2470	0.2024	0.6125	0.8285	0.0399	0.3366	0.8993	0.000520
3	0.0286	0.8622	0.5964	0.6869	0.4713	0.5443	0.8412	0.3457	0.7953	0.4685	0.6133	0.3192	0.4871	0.5486	0.0766	0.2112	0.3604	0.1623	0.5512	0.2639	0.8921	0.0733	0.1961	0.1935	0.8395	5
3	0.9330	0.9929	0.0174	0.0422	0.0669	0.8488	0.2582	0.6784	0.8986	0.7671	0.8506	0.3513	0.7254	0.5234	0.2664	0.1874	0.3549	0.3052	0.4860	0.3463	0.1745	0.4290	0.2127	0.5701	0.4591	32
1	0.5077	0.6324	0.9969	0.1473	0.8579	0.1241	0.1913	0.1312	0.4310	0.6604	0.9813	0.1514	0.9255	0.0628	0.4667	0.7502	0.9106	0.0135	0.3068	0.8565	0.8064	0.6271	0.9247	0.8449	0.9809	
2	0.8244	0.2096	0.2512	0.6860	0.0711	0.6631	0.0912	0.9385	0.8251	0.7281	0.7507	0.3384	0.4053	0.3955	0.2707	0.5731	0.2215	0.6441	0.7747	0.2331	0.5962	0.9500	0.1141	0.6666	0.8963	0.000029
2	0.3651	0.7723	0.8822	0.9042	0.2916	0.4628	0.7316	0.4780	0.9366	0.3711	0.6794	0.8199	0.8882	0.2741	0.4421	0.1457	0.7537	0.0074	0.9280	0.1883	0.4976	0.0533	0.6383	0.0806	0.2791	0.000359
3	0.3409	0.3761	0.8562	0.4649	0.8471	0.9493	0.9299	0.8315	0.8282	0.2258	0.3719	0.5778	0.4376	0.2358	0.6212	0.7619	0.0477	0.3322	0.6596	0.8818	0.8387	0.7642	0.8855	0.0356	0.7730	41
3	0.4972	0.7434	0.9817	0.4187	0.7011	0.8780	0.5014	0.0082	0.1501	0.3363	0.4384	0.1948	0.0483	0.5527	0.3275	0.6149	0.2130	0.8294	0.8366	0.5771	0.6287	0.2415	0.8625	0.8113	0.5706	32
3	0.3568	0.4238	0.2354	0.5139	0.8215	0.9897	0.8743	0.3046	0.5718	0.2864	0.7963	0.0068	0.5697	0.8013	0.2864	0.9316	0.5079	0.0278	0.4838	0.6427	0.9358	0.5072	0.4027	0.7930	0.5547	34
1	0.1240	0.2655	0.8465	0.3278	0.0323	0.0639	0.3767	0.2221	0.3930	0.8736	0.7045	0.9023	0.7476	0.3637	0.9421	0.1720	0.7354	0.7775	0.9401	0.9009	0.4777	0.7554	0.1461	0.3962	0.3359	kipo
