0.1324	0.0349	0.0119	0.1330	0.0761	0.0140	0.1215	0.0103	0.0506	0.0029	0.3555	0.0545	0.0421	0.0510	0.0279	0.0214	0.2524	0.0571	0.3887	0.1843	0.0434	0.1729	0.1590	0.1786	0.1460	gqgr
0.0041	0.0223	0.1381	0.0810	0.1377	0.0160	0.0926	0.1212	0.0394	0.0968	0.0082	0.1674	0.2117	0.0237	0.0814	0.0256	0.1006	0.0253	0.0081	0.1077	0.0731	0.0300	0.2068	0.0636	0.0376	eemi
0.0403	0.1178	0.2736	0.1116	0.2119	0.0017	0.0955	0.0244	0.1097	0.0099	0.0616	0.0675	0.0792	0.0294	0.0059	0.2733	0.0567	0.0040	0.0020	0.0779	0.3336	0.0909	0.0481	0.1563	0.4142	apox
0.0583	0.0753	0.1025	0.0504	0.1935	0.0974	0.1509	0.3354	0.1214	0.0464	0.0127	0.4103	0.0117	0.0643	0.0442	0.0361	0.0621	0.0169	0.4591	0.0536	0.1385	0.0356	0.1123	0.0518	0.1552	ffz
0.0157	0.0727	0.1471	0.1040	0.1397	0.0118	0.3576	0.3368	0.1066	0.1479	0.1469	0.0850	0.2665	0.0006	0.0138	0.1151	0.0324	0.0421	0.0146	0.1871	0.0424	0.1938	0.2142	0.3457	0.0065	folq
0.0332	0.1142	0.0034	0.1972	0.4119	0.0835	0.2402	0.0253	0.0213	0.0708	0.0286	0.0990	0.2065	0.0156	0.0133	0.0059	0.1829	0.1094	0.0663	0.0043	0.2751	0.0489	0.0689	0.2732	0.0091	ef
0.0409	0.0223	0.0093	0.0556	0.1322	0.2977	0.0547	0.1121	0.0236	0.2009	0.0616	0.0342	0.1658	0.0321	0.0564	0.0047	0.0139	0.0751	0.0110	0.0531	0.0105	0.0761	0.0447	0.0661	0.0960	os
0.3130	0.0477	0.0353	0.0001	0.0999	0.0129	0.0144	0.0639	0.0518	0.0505	0.1379	0.0185	0.1905	0.2500	0.1830	0.0306	0.0924	0.0283	0.2221	0.0564	0.2108	0.1351	0.0884	0.1356	0.0420	m
0.0336	0.0375	0.0373	0.1541	0.0157	0.0200	0.0431	0.0682	0.0251	0.0754	0.0373	0.0369	0.2609	0.1841	0.1821	0.0271	0.1722	0.0507	0.0221	0.1769	0.0121	0.1012	0.5339	0.1107	0.3620	matt
0.0782	0.2151	0.1561	0.1225	0.0447	0.0385	0.0080	0.1440	0.0952	0.3214	0.0616	0.0047	0.2982	0.1274	0.2770	0.0157	0.0137	0.0159	0.2095	0.0686	0.0064	0.1181	0.0792	0.0602	0.0071	rbc
0.2063	0.0003	0.0001	0.0126	0.3135	0.0263	0.0900	0.0456	0.1408	0.5185	0.1369	0.0132	0.0702	0.1233	0.0202	0.0782	0.1014	0.0482	0.0000	0.1320	0.0315	0.0352	0.0233	0.0295	0.0030	vk
0.0433	0.0285	0.1137	0.4440	0.0672	0.0318	0.0613	0.0376	0.3724	0.0162	0.0642	0.0391	0.0616	0.0495	0.0400	0.0400	0.0249	0.0404	0.0066	0.0903	0.0110	0.1925	0.1919	0.3067	0.0054	r
0.0397	0.0719	0.3746	0.0719	0.2513	0.1151	0.0660	0.0591	0.0206	0.0946	0.1664	0.3126	0.1840	0.1423	0.1765	0.3195	0.0076	0.0885	0.2883	0.2612	0.1369	0.0702	0.0444	0.1000	0.0483	tip
0.1230	0.0395	0.1163	0.0009	0.0460	0.0462	0.1076	0.0219	0.1258	0.1671	0.1062	0.2535	0.3759	0.2062	0.0330	0.0216	0.0067	0.0298	0.0173	0.0227	0.1284	0.0496	0.0747	0.0425	0.0012	kofr
0.7168	0.3471	0.3409	0.1526	0.0140	0.0065	0.0101	0.0109	0.0785	0.0384	0.0773	0.0433	0.4739	0.0083	0.0172	0.1461	0.0682	0.1427	0.0950	0.0863	0.0693	0.0577	0.1454	0.4872	0.0523	wal
0.0545	0.0237	0.0103	0.0192	0.2568	0.0803	0.1390	0.0050	0.4471	0.0102	0.0536	0.0388	0.0644	0.1776	0.1084	0.1677	0.0229	0.1669	0.0072	0.0761	0.3035	0.0109	0.1764	0.2376	0.0923	ejwp
0.0559	0.1165	0.0579	0.1663	0.0386	0.0026	0.0432	0.0264	0.1618	0.1056	0.0881	0.4773	0.0386	0.0727	0.0315	0.0722	0.3626	0.0009	0.1912	0.0058	0.1488	0.0100	0.0013	0.0023	0.0710	ef
0.0569	0.0002	0.1003	0.0963	0.1325	0.0086	0.1432	0.2047	0.2906	0.2430	0.0158	0.5065	0.0394	0.1108	0.0881	0.0075	0.0767	0.0373	0.0509	0.0635	0.1709	0.0006	0.0158	0.0264	0.0951	e
0.0414	0.0041	0.0177	0.0883	0.0045	0.0329	0.1088	0.0065	0.0969	0.1203	0.0230	0.0897	0.0292	0.0057	0.1442	0.0910	0.0363	0.0068	0.0750	0.2455	0.2440	0.0679	0.0802	0.0535	0.2668	sm
0.1013	0.1325	0.2016	0.0780	0.0095	0.1023	0.0564	0.0356	0.0257	0.2564	0.0464	0.0570	0.1872	0.1367	0.1858	0.0243	0.0031	0.0007	0.1101	0.0862	0.1172	0.0521	0.0542	0.2681	0.2833	v
0.0156	0.1013	0.0397	0.1635	0.1717	0.0930	0.0207	0.0157	0.1058	0.1105	0.1155	0.1263	0.0116	0.1421	0.1521	0.0061	0.0092	0.0873	0.1712	0.0269	0.0448	0.0484	0.0293	0.0309	0.1552	gi
0.0696	0.2001	0.0016	0.2534	0.1962	0.3433	0.0947	0.0064	0.0790	0.0526	0.0264	0.0241	0.2072	0.2189	0.2598	0.1435	0.0120	0.0396	0.0310	0.0009	0.0179	0.0292	0.1138	0.0237	0.2157	tm
0.0084	0.0021	0.4787	0.0804	0.1458	0.2983	0.0088	0.0793	0.0023	0.5669	0.0300	0.0784	0.2844	0.3259	0.1427	0.1045	0.0002	0.0647	0.2816	0.0769	0.0192	0.1203	0.0681	0.0364	0.1204	kzi
0.3326	0.0800	0.0091	0.0437	0.1623	0.1504	0.1249	0.0506	0.1795	0.2184	0.1433	0.0487	0.1137	0.1779	0.1137	0.0046	0.0525	0.0207	0.0367	0.0709	0.0151	0.0957	0.1447	0.0739	0.0033	ld
0.1300	0.0264	0.1001	0.0684	0.2733	0.0584	0.0365	0.0227	0.1757	0.1057	0.1141	0.0587	0.0760	0.0702	0.0409	0.0380	0.1957	0.0229	0.0485	0.2198	0.0735	0.2602	0.0380	0.1234	0.3157	c
0.0065	0.0123	0.3104	0.0526	0.0011	0.5190	0.0286	0.1460	0.2176	0.0882	0.0303	0.0309	0.1041	0.1355	0.0133	0.0276	0.0198	0.0239	0.2010	0.1518	0.1360	0.1498	0.0797	0.0721	0.0314	bxhv
0.0220	0.0712	0.0999	0.0636	0.0121	0.0778	0.0857	0.0006	0.2628	0.0288	0.1698	0.1227	0.1412	0.0936	0.0335	0.2132	0.0387	0.0040	0.0201	0.0299	0.0572	0.1467	0.0097	0.1302	0.2303	kqfr
